title,company,address,experience,url,query,page,vacancy_id,matched_queries
Разработчик 1С,ООО Твоя Сеть,"Тюмень, р-н Центральный",Опыт 1-3 года,https://hh.ru/vacancy/136293049?query=BI+Analyst,BI Analyst,2,136293049,['BI Analyst']
Руководитель проектов ИИ и автоматизации,ГК Дикомп,"Саратов, р-н Кировский",Опыт 1-3 года,https://hh.ru/vacancy/135434844?query=BI+Analyst,BI Analyst,2,135434844,['BI Analyst']
Главный аналитик данных,"ГРЧЦ, ФГУП",Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136178356?query=BI+Analyst,BI Analyst,2,136178356,['BI Analyst']
BI-разработчик/ BI-аналитик(Junior+/Middle),FIX,Казань,Опыт 1-3 года,https://hh.ru/vacancy/135206389?query=BI+Analyst,BI Analyst,2,135206389,['BI Analyst']
"Руководитель отдела маркетинга / Head of Marketing по CRM, автоматизации и AI-проектам",ТОО Marketing GID,Костанай,Опыт 1-3 года,https://hh.ru/vacancy/136320830?query=BI+Analyst,BI Analyst,2,136320830,['BI Analyst']
BI-аналитик,ООО Газпром информ,Санкт-Петербург,Опыт 3-6 лет,https://hh.ru/vacancy/130917469?query=BI+Analyst,BI Analyst,3,130917469,['BI Analyst']
"Специалист по государственным закупкам / развитие CRM, 1С и IT-проектов",ТОО Marketing GID,город республиканского значения Астана,Без опыта,https://hh.ru/vacancy/136003631?query=BI+Analyst,BI Analyst,3,136003631,['BI Analyst']
BI – Аналитик/BI – разработчик,ООО Программный Инжиниринг и Технологии,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135690070?query=BI+Analyst,BI Analyst,3,135690070,['BI Analyst']
BI аналитик (middle),ВкусВилл. Офис,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136072703?query=BI+Analyst,BI Analyst,3,136072703,['BI Analyst']
Консультант-аналитик по решениям для ритейла (BI / ИИ),ООО InfoVizion,Москва,Опыт более 6 лет,https://hh.ru/vacancy/136042912?query=BI+Analyst,BI Analyst,3,136042912,['BI Analyst']
Analyst/Маркетинговый аналитик (Jun+),Rocket10,Москва,Опыт 1-3 года,https://hh.ru/vacancy/134215139?query=BI+Analyst,BI Analyst,3,134215139,['BI Analyst']
Менеджер по экономической эффективности (Судоходная компания) в Турцию,,Москва,Без опыта,https://hh.ru/vacancy/135942623?query=BI+Analyst,BI Analyst,3,135942623,['BI Analyst']
Аналитик данных/Data Analyst,Федеральное автономное учреждение «Национальный институт аккредитации» (ФАУ НИА),Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135970061?query=BI+Analyst,BI Analyst,3,135970061,['BI Analyst']
Junior Sales Analyst,Citi Fuel (ООО Staff Atlantic),"Ташкент, улица Афросиаб, 12",Опыт 1-3 года,https://hh.ru/vacancy/135937206?query=BI+Analyst,BI Analyst,3,135937206,['BI Analyst']
Аналитик данных,"МАГНИТ, Розничная сеть. IT",Москва,Опыт 1-3 года,https://hh.ru/vacancy/135851267?query=BI+Analyst,BI Analyst,3,135851267,['BI Analyst']
Аналитик,MARSHALL,Санкт-Петербург,Опыт 1-3 года,https://hh.ru/vacancy/135899384?query=BI+Analyst,BI Analyst,3,135899384,['BI Analyst']
Huawei Retail Specialist,ТОО Хуавей Текнолоджиз Казахстан,"Алматы, проспект Достык, 210Б",Опыт 1-3 года,https://hh.ru/vacancy/135189594?query=BI+Analyst,BI Analyst,3,135189594,['BI Analyst']
Старший продуктовый аналитик (Senior Product Analyst),getmatch,"Москва, р-н Аэропорт",Опыт 3-6 лет,https://hh.ru/vacancy/136341122?query=BI+Analyst,BI Analyst,3,136341122,['BI Analyst']
Руководитель проектов,Первый Бит,"Хабаровск, р-н Центральный",Опыт 1-3 года,https://hh.ru/vacancy/135681829?query=BI+Analyst,BI Analyst,3,135681829,['BI Analyst']
Тестировщик-автоматизатор,Этажи Федеральная компания,"Тюмень, р-н Восточный",Опыт 1-3 года,https://hh.ru/vacancy/136005222?query=BI+Analyst,BI Analyst,3,136005222,['BI Analyst']
Data Engineer,АО Владхлеб,"Владивосток, Народный проспект, 29",Опыт 1-3 года,https://hh.ru/vacancy/135812944?query=BI+Analyst,BI Analyst,3,135812944,['BI Analyst']
Head of Performance Marketing / Performance Lead (iGaming / Online Lottery),UREMONT,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136079111?query=BI+Analyst,BI Analyst,3,136079111,['BI Analyst']
"Руководитель отдела продаж / РОП по CRM, автоматизации и AI-проектам",ТОО Marketing GID,Алматы,Без опыта,https://hh.ru/vacancy/136320846?query=BI+Analyst,BI Analyst,3,136320846,['BI Analyst']
Economist / financial analyst (экономист / финансовый аналитик),АО МЕЖРЕГИОНТРУБОПРОВОДСТРОЙ,"Сектор 3, Бизнес-Бей, Бизнес Бей, ME Dubai by Meliá",Опыт 3-6 лет,https://hh.ru/vacancy/136078789?query=BI+Analyst,BI Analyst,3,136078789,['BI Analyst']
Data analyst,Сбер. IT,Нижний Новгород,Опыт 1-3 года,https://hh.ru/vacancy/136265771?query=BI+Analyst,BI Analyst,3,136265771,['BI Analyst']
Продуктовый аналитик (онлайн-банк ФЛ),ПАО БАНК УРАЛСИБ,Москва,Опыт 1-3 года,https://hh.ru/vacancy/134018690?query=BI+Analyst,BI Analyst,4,134018690,['BI Analyst']
Бизнес-аналитик BI,ООО Объединенные кондитеры,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135836991?query=BI+Analyst,BI Analyst,4,135836991,['BI Analyst']
Руководитель перформанс-маркетинга (Head of Performance Marketing),"Команда Мечты, Маркетинг и продажи","Санкт-Петербург, р-н Центральный",Опыт 3-6 лет,https://hh.ru/vacancy/135785326?query=BI+Analyst,BI Analyst,4,135785326,['BI Analyst']
Data Engineer / Analyst,X-Cart (ООО Креативные Технологии),"Ульяновск, р-н Ленинский",Опыт 1-3 года,https://hh.ru/vacancy/135358251?query=BI+Analyst,BI Analyst,4,135358251,['BI Analyst']
Data Analyst Senior,YLAB Development,"Москва, р-н Тверской",Опыт более 6 лет,https://hh.ru/vacancy/135774302?query=BI+Analyst,BI Analyst,4,135774302,['BI Analyst']
Разработчик 1С Зарплата и управление персоналом,ООО Твоя Сеть,"Тюмень, р-н Центральный",Опыт 1-3 года,https://hh.ru/vacancy/136294275?query=BI+Analyst,BI Analyst,4,136294275,['BI Analyst']
Ресёрч-аналитик отдела продаж,SellerGroup,Санкт-Петербург,Опыт 1-3 года,https://hh.ru/vacancy/135786925?query=BI+Analyst,BI Analyst,4,135786925,['BI Analyst']
Продуктовый аналитик (middle-senior),AllTYRES | Импорт и Продажа Автомобилей,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135491533?query=BI+Analyst,BI Analyst,4,135491533,"['BI Analyst', 'ML Engineer']"
BI Разработчик,АО РусГидро ОЦО,Нижний Новгород,Опыт 1-3 года,https://hh.ru/vacancy/135777449?query=BI+Analyst,BI Analyst,4,135777449,['BI Analyst']
Финансовый аналитик,ТОО Ecash 3,Алматы,Опыт 1-3 года,https://hh.ru/vacancy/135523828?query=BI+Analyst,BI Analyst,4,135523828,['BI Analyst']
Аналитик по отраслевой и продуктовой отчетности/ BI-аналитик,АО Просвещение,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135993600?query=BI+Analyst,BI Analyst,4,135993600,['BI Analyst']
Руководитель управления безопасности,"X5, Управляющая компания",Екатеринбург,Опыт 1-3 года,https://hh.ru/vacancy/135930710?query=BI+Analyst,BI Analyst,4,135930710,['BI Analyst']
"BI-аналитик (Отдел моделирования, автоматизации и визуализации данных)",СПб ГКУ Санкт-Петербургский информационно-аналитический центр,Санкт-Петербург,Опыт 1-3 года,https://hh.ru/vacancy/131992603?query=BI+Analyst,BI Analyst,4,131992603,['BI Analyst']
BI Analyst middle (Сербия),Employcity,Белград,Опыт 3-6 лет,https://hh.ru/vacancy/134343633?query=BI+Analyst,BI Analyst,4,134343633,['BI Analyst']
BI- инженер,ООО Цифровые привычки,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135781936?query=BI+Analyst,BI Analyst,4,135781936,['BI Analyst']
Аналитик данных (Data analyst),"Красное & Белое, розничная сеть","Москва, р-н Пресненский",Опыт 1-3 года,https://hh.ru/vacancy/115109674?query=BI+Analyst,BI Analyst,4,115109674,['BI Analyst']
Product Analyst,ООО Ок Софт,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135831324?query=BI+Analyst,BI Analyst,4,135831324,['BI Analyst']
Лидер инициативы управления ценностью данных и Data Marketplace / Head of Data Value Management,Сбер для экспертов,Москва,Опыт более 6 лет,https://hh.ru/vacancy/136266325?query=BI+Analyst,BI Analyst,4,136266325,"['BI Analyst', 'MLOps']"
Руководитель направления по управлению данными,"ПАО Держава , АКБ",Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135520547?query=BI+Analyst,BI Analyst,4,135520547,"['BI Analyst', 'Data Engineer']"
Growth Analyst / Аналитик перформанс-маркетинга,ТОО Invictus Astana,Алматы,Опыт 3-6 лет,https://hh.ru/vacancy/136141635?query=BI+Analyst,BI Analyst,4,136141635,['BI Analyst']
Директор по логистике (транспортная экспедиция),ООО РД Транспорт,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136028608?query=BI+Analyst,BI Analyst,5,136028608,['BI Analyst']
Аналитик данных,Okko,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135545262?query=BI+Analyst,BI Analyst,5,135545262,"['BI Analyst', 'Data Engineer']"
Системный аналитик,АО PAYNET,"Ташкент, 1-й проезд Мукими, 59",Опыт 3-6 лет,https://hh.ru/vacancy/132626240?query=BI+Analyst,BI Analyst,5,132626240,['BI Analyst']
Аналитик данных,ГКУ Инфогород,"Москва, р-н Басманный",Опыт 1-3 года,https://hh.ru/vacancy/135779652?query=BI+Analyst,BI Analyst,5,135779652,['BI Analyst']
Finance Business Partner / Бизнес-партнер по финансовым вопросам,АстраЗенека,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135902773?query=BI+Analyst,BI Analyst,5,135902773,['BI Analyst']
Главный специалист Департамента транзакционного бизнеса,АКБ Тенге Банк,"Ташкент, улица Ислама Каримова, 1/1Б",Опыт 1-3 года,https://hh.ru/vacancy/125524686?query=BI+Analyst,BI Analyst,5,125524686,['BI Analyst']
Бизнес-аналитик 1С,ООО Профессиональные кадры,"Курск, р-н Сеймский",Опыт 3-6 лет,https://hh.ru/vacancy/134097834?query=BI+Analyst,BI Analyst,5,134097834,['BI Analyst']
Data analyst,ГКУ Инфогород,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135954349?query=BI+Analyst,BI Analyst,5,135954349,['BI Analyst']
Стажёр в отдел недвижимости,Этажи Урал,"Сургут, р-н Центральный",Без опыта,https://hh.ru/vacancy/133071586?query=BI+Analyst,BI Analyst,5,133071586,['BI Analyst']
Аналитик данных \ Data Analyst,ООО Марс,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135847836?query=BI+Analyst,BI Analyst,5,135847836,['BI Analyst']
Junior Product Analyst,ООО Хайкор Геймз,Минск,Опыт 1-3 года,https://rabota.by/vacancy/135560876?query=BI+Analyst&hhtmFrom=vacancy_search_list,BI Analyst,5,135560876,['BI Analyst']
Data analyst,ООО Лоция,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135373087?query=BI+Analyst,BI Analyst,5,135373087,['BI Analyst']
Аналитик данных/Data Analyst,Aston,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135894851?query=BI+Analyst,BI Analyst,5,135894851,['BI Analyst']
"Менеджер по развитию CRM, 1С и AI-проектов",ТОО Marketing GID,Алматы,Опыт 1-3 года,https://hh.ru/vacancy/136320781?query=BI+Analyst,BI Analyst,5,136320781,['BI Analyst']
Аналитик / Middle Analyst,Adam Frost,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135682248?query=BI+Analyst,BI Analyst,5,135682248,['BI Analyst']
Разработчик Power BI (BI-аналитик),Ригла,Нижний Новгород,Опыт 3-6 лет,https://hh.ru/vacancy/135868256?query=BI+Analyst,BI Analyst,5,135868256,['BI Analyst']
BI-аналитик,ГУП МО МОСОБЛВОДОКАНАЛ,"деревня Раздоры, Рублёво-Успенское шоссе, 1-й километр, 1",Опыт 1-3 года,https://hh.ru/vacancy/132721868?query=BI+Analyst,BI Analyst,5,132721868,['BI Analyst']
BI-аналитик,"Монетка, Торговая сеть","Москва, р-н Тверской",Опыт 3-6 лет,https://hh.ru/vacancy/135814993?query=BI+Analyst,BI Analyst,5,135814993,['BI Analyst']
Аналитик данных,Selecty,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135372782?query=BI+Analyst,BI Analyst,5,135372782,['BI Analyst']
Traffic analyst,Azura Infinity,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136031368?query=BI+Analyst,BI Analyst,5,136031368,['BI Analyst']
Cтарший Финансовый аналитик/Senior Financial Analyst Russia&CIS,AbbVie,"Москва, р-н Войковский",Опыт 3-6 лет,https://hh.ru/vacancy/131766081?query=BI+Analyst,BI Analyst,6,131766081,['BI Analyst']
Аналитик Data Governance (МГТС),"""МТС"", Работа в IT","Москва, р-н Красносельский",Опыт 1-3 года,https://hh.ru/vacancy/134873873?query=BI+Analyst,BI Analyst,6,134873873,['BI Analyst']
"Проектный KAM по продажам НКУ (B2B, проектные продажи, электротехника) / Project Key Account Manager","Провенто, ГК",Москва,Опыт 1-3 года,https://hh.ru/vacancy/135873291?query=BI+Analyst,BI Analyst,6,135873291,['BI Analyst']
Middle Product Analyst (Продуктовый аналитик),АО CLICK,Ташкент,Опыт 1-3 года,https://hh.ru/vacancy/135692281?query=BI+Analyst,BI Analyst,6,135692281,['BI Analyst']
Project Manager CRM,DDX Fitness,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135831404?query=BI+Analyst,BI Analyst,6,135831404,['BI Analyst']
BI-аналитик / аналитик данных,Онлайн-школа №1,Санкт-Петербург,Опыт 3-6 лет,https://hh.ru/vacancy/133918089?query=BI+Analyst,BI Analyst,6,133918089,['BI Analyst']
Системный аналитик DWH,ООО МФК ВЭББАНКИР,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135829589?query=BI+Analyst,BI Analyst,6,135829589,['BI Analyst']
Аналитик,Частная компания EURASIAN RETАIL GROUP Limited,Алматы,Опыт 3-6 лет,https://hh.ru/vacancy/135423014?query=BI+Analyst,BI Analyst,6,135423014,['BI Analyst']
BI-аналитик,АО Владхлеб,"Владивосток, Народный проспект, 29",Опыт 1-3 года,https://hh.ru/vacancy/135812955?query=BI+Analyst,BI Analyst,6,135812955,['BI Analyst']
Аналитик данных (Debt collection analyst),ТОО MELKAZ,Кейптаун,Опыт 3-6 лет,https://hh.ru/vacancy/136032860?query=BI+Analyst,BI Analyst,6,136032860,['BI Analyst']
Руководитель отдела продаж (инновационное производство биопротезов),HR-Иркутск,"Иркутск, р-н Правобережный",Опыт более 6 лет,https://hh.ru/vacancy/135652589?query=BI+Analyst,BI Analyst,6,135652589,['BI Analyst']
Data Analyst (ML) / Аналитик данных,Арнест ЮниРусь,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/134687022?query=BI+Analyst,BI Analyst,6,134687022,['BI Analyst']
Аналитик (отдел Ассортиментного планирования),OSTIN. Офис и мастерская,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135648187?query=BI+Analyst,BI Analyst,6,135648187,['BI Analyst']
Руководитель продукта платформы управления доступом / Product owner IAM,VVP Group,Химки,Опыт 3-6 лет,https://hh.ru/vacancy/135120843?query=BI+Analyst,BI Analyst,6,135120843,['BI Analyst']
Специалист сервисной поддержки и аналитики ОЦО,АО Русская медная компания,Екатеринбург,Опыт 1-3 года,https://hh.ru/vacancy/135187155?query=BI+Analyst,BI Analyst,6,135187155,['BI Analyst']
Финансовый аналитик (МГТС),"""МТС"", Аналитика",Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136035434?query=BI+Analyst,BI Analyst,6,136035434,['BI Analyst']
Аналитик данных (DWH / BI / PySpark),Сбер. IT,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135918435?query=BI+Analyst,BI Analyst,6,135918435,['BI Analyst']
Аналитик мастер-данных / Sales Business Analyst,ТОО Apple City Corps,Алматы,Опыт 3-6 лет,https://hh.ru/vacancy/135985998?query=BI+Analyst,BI Analyst,6,135985998,['BI Analyst']
Middle BI-аналитик,Московский филиал АО ЦентрИнформ,Москва,Без опыта,https://hh.ru/vacancy/134277628?query=BI+Analyst,BI Analyst,6,134277628,['BI Analyst']
Senior BI Analyst (Tableau),Marfatech,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135991364?query=BI+Analyst,BI Analyst,6,135991364,['BI Analyst']
Senior Data Analyst,Korzinka (Anglesey food),"Ташкент, Малая кольцевая дорога, 4/1блок4",Опыт 3-6 лет,https://hh.ru/vacancy/136059603?query=BI+Analyst,BI Analyst,7,136059603,['BI Analyst']
Senior Data Analyst,STARTRIBE LTD. Разработка,Тбилиси,Опыт 3-6 лет,https://hh.ru/vacancy/134655945?query=BI+Analyst,BI Analyst,7,134655945,['BI Analyst']
AI Data Team Lead,АО Home Credit Bank (ДБ АО «ForteBank»),Алматы,Опыт 3-6 лет,https://hh.ru/vacancy/136236909?query=BI+Analyst,BI Analyst,7,136236909,"['BI Analyst', 'ML Engineer']"
Руководитель группы клиентского анализа,"Inventive Retail Group, Офис",Москва,Опыт 1-3 года,https://hh.ru/vacancy/136036539?query=BI+Analyst,BI Analyst,7,136036539,['BI Analyst']
Ведущий экономист проекта,Группа RBI,Санкт-Петербург,Опыт 3-6 лет,https://hh.ru/vacancy/134846033?query=BI+Analyst,BI Analyst,7,134846033,['BI Analyst']
Разработчик BI (Аналитик-разработчик),АО ПРОГРЕСС,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135847375?query=BI+Analyst,BI Analyst,7,135847375,['BI Analyst']
Маркетинговый аналитик (WEB /APP),Rendez-Vous. Офис,"Москва, р-н Восточное Дегунино",Опыт 3-6 лет,https://hh.ru/vacancy/135517331?query=BI+Analyst,BI Analyst,7,135517331,['BI Analyst']
Аналитик корпоративной отчетности,S7 Group,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135423085?query=BI+Analyst,BI Analyst,7,135423085,['BI Analyst']
"Senior BI Analyst (Tableau, Python)",Marfatech,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135991584?query=BI+Analyst,BI Analyst,7,135991584,['BI Analyst']
Разработчик программист интегратор Битрикс24 / АмоСРМ,ИП Бояров Андрей Николаевич,"Уфа, р-н Октябрьский",Опыт 3-6 лет,https://hh.ru/vacancy/135738498?query=BI+Analyst,BI Analyst,7,135738498,['BI Analyst']
Владелец продукта «Рост партнёрской экосистемы» / Product Owner Enterprise Partner Growth,VVP Group,Химки,Опыт 3-6 лет,https://hh.ru/vacancy/135624316?query=BI+Analyst,BI Analyst,7,135624316,['BI Analyst']
BI/Data Analyst,Team.Inno / Фабрика инноваций и решений,Минск,Опыт 1-3 года,https://rabota.by/vacancy/128755554?query=BI+Analyst&hhtmFrom=vacancy_search_list,BI Analyst,7,128755554,['BI Analyst']
Руководитель продуктовой аналитики и исследований,ГКУ Инфогород,Москва,Опыт более 6 лет,https://hh.ru/vacancy/135614375?query=BI+Analyst,BI Analyst,7,135614375,['BI Analyst']
Middle BI Analyst (Tableau),ТОО Connectivity Solutions (Коннективити Солюшнз),Алматы,Опыт 1-3 года,https://hh.ru/vacancy/135917941?query=BI+Analyst,BI Analyst,7,135917941,['BI Analyst']
Преподаватель на курс по Аналитике данных,Бруноям,Санкт-Петербург,Опыт 1-3 года,https://hh.ru/vacancy/136133487?query=BI+Analyst,BI Analyst,7,136133487,['BI Analyst']
Руководитель службы коммерческой аналитики,ООО Акваарт,Санкт-Петербург,Опыт более 6 лет,https://hh.ru/vacancy/135624571?query=BI+Analyst,BI Analyst,7,135624571,['BI Analyst']
Senior Data Analyst,ООО TRADINGVIEW GEORGIA,"Тбилиси, улица Жиули Шартава, 31/33",Опыт 3-6 лет,https://hh.ru/vacancy/135851808?query=BI+Analyst,BI Analyst,7,135851808,['BI Analyst']
Middle Data Analyst – Аналитик по IFRS 9 и кредитному риску,Управление рисками,"Ташкент, Мирзо-Улугбекский район, улица Шахрисабз, 30",Опыт 1-3 года,https://hh.ru/vacancy/136155473?query=BI+Analyst,BI Analyst,7,136155473,['BI Analyst']
"Проектный KAM по продажам НКУ (B2B, проектные продажи, электротехника) / Project Key Account Manager","Провенто, ГК",Новосибирск,Опыт 1-3 года,https://hh.ru/vacancy/135873568?query=BI+Analyst,BI Analyst,7,135873568,['BI Analyst']
Product Analyst (B2C),Ингосстрах,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135591420?query=BI+Analyst,BI Analyst,7,135591420,['BI Analyst']
Senior Product analyst,Островок.Ostrovok!Tech,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/134027772?query=BI+Analyst,BI Analyst,8,134027772,['BI Analyst']
Marketing Data Engineer,STARTRIBE LTD. Маркетинг,Кипр,Опыт 3-6 лет,https://hh.ru/vacancy/135556304?query=BI+Analyst,BI Analyst,8,135556304,['BI Analyst']
"Senior Data Analyst (Дивизион ""Защитные страховые продукты и сервисы"")",Сбер для экспертов,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136029737?query=BI+Analyst,BI Analyst,8,136029737,['BI Analyst']
Data analyst,Сбер для экспертов,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135946114?query=BI+Analyst,BI Analyst,8,135946114,['BI Analyst']
Начальник отдела разработки DWH и BI,ООО РМК Диджитал,Екатеринбург,Опыт 3-6 лет,https://hh.ru/vacancy/127560152?query=BI+Analyst,BI Analyst,8,127560152,['BI Analyst']
"Проектный KAM по продажам НКУ (B2B, проектные продажи, электротехника) / Project Key Account Manager","Провенто, ГК",Санкт-Петербург,Опыт 1-3 года,https://hh.ru/vacancy/135610862?query=BI+Analyst,BI Analyst,8,135610862,['BI Analyst']
Риелтор-стажер,Этажи Урал,"Нижневартовск, улица Героев Самотлора, 18",Без опыта,https://hh.ru/vacancy/135552476?query=BI+Analyst,BI Analyst,8,135552476,['BI Analyst']
Эксперт по автоматизации отчетности Казначейства (BI аналитик),МТС Банк. Головной офис,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/133613511?query=BI+Analyst,BI Analyst,8,133613511,['BI Analyst']
Системный аналитик DWH (Systems analyst DWH),А2 Консалтинг,Минск,Опыт 1-3 года,https://rabota.by/vacancy/132548754?query=BI+Analyst&hhtmFrom=vacancy_search_list,BI Analyst,8,132548754,['BI Analyst']
Руководитель отдела финансовой аналитики,MANGO OFFICE,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135365133?query=BI+Analyst,BI Analyst,8,135365133,['BI Analyst']
Product Analyst (WEB),STARTRIBE LTD. Разработка,Лимасол,Опыт более 6 лет,https://hh.ru/vacancy/135996939?query=BI+Analyst,BI Analyst,8,135996939,['BI Analyst']
HR-аналитик,АНО Среда Возможностей,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135483146?query=BI+Analyst,BI Analyst,8,135483146,['BI Analyst']
Бизнес-аналитик,ООО РусХимАльянс,Санкт-Петербург,Опыт 3-6 лет,https://hh.ru/vacancy/133728422?query=BI+Analyst,BI Analyst,8,133728422,['BI Analyst']
Специалист по продажам новостроек,Этажи Сибирь,"Омск, р-н Кировский",Без опыта,https://hh.ru/vacancy/135863176?query=BI+Analyst,BI Analyst,8,135863176,['BI Analyst']
Финансовый менеджер,АО ЭТАЛОН МЕНЕДЖМЕНТ,Москва,Опыт более 6 лет,https://hh.ru/vacancy/134823010?query=BI+Analyst,BI Analyst,8,134823010,['BI Analyst']
Data analyst (Центр розничного риск - моделирования),Сбер. Data Science,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135488895?query=BI+Analyst,BI Analyst,8,135488895,['BI Analyst']
Главный специалист (Data analyst/engineer) Отдела продуктовой разработки,Капиталбанк. Головной офис,"Ташкент, улица Нукус, 86А",Опыт 1-3 года,https://hh.ru/vacancy/134578158?query=BI+Analyst,BI Analyst,8,134578158,['BI Analyst']
Middle data analyst,Korzinka (Anglesey food),Ташкент,Опыт 1-3 года,https://hh.ru/vacancy/135814049?query=BI+Analyst,BI Analyst,8,135814049,['BI Analyst']
Бизнес-тренер,ТОО ПРОГРЕСС&CO,"Алматы, проспект Абылай хана, 60",Опыт 3-6 лет,https://hh.ru/vacancy/135991630?query=BI+Analyst,BI Analyst,8,135991630,['BI Analyst']
Data analyst CVM,АО Kcell,"Алматы, улица Тимирязева, 2Г",Опыт 3-6 лет,https://hh.ru/vacancy/135506729?query=BI+Analyst,BI Analyst,8,135506729,['BI Analyst']
Senior Product Owner,Розничный бизнес и МСБ,"Ташкент, Мирзо-Улугбекский район, улица Шахрисабз, 30",Опыт 3-6 лет,https://hh.ru/vacancy/136031135?query=BI+Analyst,BI Analyst,9,136031135,['BI Analyst']
Team Lead Product Analytics / Руководитель группы продуктовой аналитики,Ситидрайв,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135396053?query=BI+Analyst,BI Analyst,9,135396053,['BI Analyst']
Lead HR Data Analyst,HR,"Ташкент, Мирзо-Улугбекский район, улица Шахрисабз, 30",Опыт 3-6 лет,https://hh.ru/vacancy/135539526?query=BI+Analyst,BI Analyst,9,135539526,['BI Analyst']
Дата архитектор - Data Architect (Data Team Lead),ООО SOCIALTECH,"Ташкент, 3-й проезд Янгизамон, 1",Опыт более 6 лет,https://hh.ru/vacancy/135594313?query=BI+Analyst,BI Analyst,9,135594313,['BI Analyst']
Senior Application Security Engineer (AppSec),BI Group. BI Engineering & Construction,"Астана, улица Сыганак, 17М",Опыт 3-6 лет,https://hh.ru/vacancy/135436341?query=BI+Analyst,BI Analyst,9,135436341,['BI Analyst']
Product / Financial Analyst (LTV & Customer Analytics),Розничный бизнес и МСБ,"Ташкент, Мирзо-Улугбекский район, улица Шахрисабз, 30",Опыт 3-6 лет,https://hh.ru/vacancy/135943401?query=BI+Analyst,BI Analyst,9,135943401,['BI Analyst']
Data Analyst (Senior),АО ANOR BANK,"Ташкент, улица Истикбол, 21",Опыт 3-6 лет,https://hh.ru/vacancy/135374739?query=BI+Analyst,BI Analyst,9,135374739,['BI Analyst']
"Аналитик данных (Power BI, финансы/банки)",ТОО БИЛАБС,Алматы,Опыт 1-3 года,https://hh.ru/vacancy/136219926?query=BI+Analyst,BI Analyst,9,136219926,['BI Analyst']
BI Developer,ТОО MELKAZ,Алматы,Опыт 1-3 года,https://hh.ru/vacancy/135536600?query=BI+Analyst,BI Analyst,9,135536600,['BI Analyst']
"Junior Risk Analyst (Fintech, POS-кредитование)",ООО PAYLATER,"Ташкент, улица Афросиаб, 14",Опыт 1-3 года,https://hh.ru/vacancy/135589295?query=BI+Analyst,BI Analyst,9,135589295,['BI Analyst']
Financial analyst,ООО Index Consulting Company,"Ташкент, улица Шивли, 29",Опыт более 6 лет,https://hh.ru/vacancy/135814737?query=BI+Analyst,BI Analyst,9,135814737,['BI Analyst']
Менеджер по B2B-продажам финансовой услуги (Алматы),ИП Almaty Business Services and Solutions,Алматы,Опыт 3-6 лет,https://hh.ru/vacancy/135566979?query=BI+Analyst,BI Analyst,9,135566979,['BI Analyst']
"Помощник менеджера по продажам Битрикс24 (удаленно, без опыта, потенциал роста)",ООО Правильные Интеграторы,Минск,Без опыта,https://rabota.by/vacancy/136370548?query=BI+Analyst&hhtmFrom=vacancy_search_list,BI Analyst,9,136370548,['BI Analyst']
Ведущий маркетолог,Simple Life,"Иваново, р-н Фрунзенский",Опыт 3-6 лет,https://hh.ru/vacancy/135937098?query=BI+Analyst,BI Analyst,9,135937098,['BI Analyst']
